index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
192,23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1500 WEISS STREET
SAGINAW, MI
(43.443673, -83.960989)"
193,40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"10 CALLE CASIA
SAN JUAN, PR
(18.391963, -66.080443)"
194,34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2300 RAMSEY STREET
FAYETTEVILLE, NC
(35.089013, -78.878476)"
195,18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,288,549,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"800 ZORN AVENUE
LOUISVILLE, KY
(38.270722, -85.694074)"
196,01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3701 LOOP ROAD, EAST
TUSCALOOSA, AL
(33.192627, -87.489306)"
197,07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,2039325711,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,1,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"950 CAMPBELL AVENUE
WEST HAVEN, CT
(41.284944, -72.957522)"
198,31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,143,338,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"385 TREMONT AVENUE
EAST ORANGE, NJ
(40.753827, -74.234193)"
199,33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,237,529,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"800 IRVING AVE.
SYRACUSE, NY
(43.038832, -76.138151)"
200,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,77,288,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"113 HOLLAND AVENUE
ALBANY, NY
(42.651508, -73.776343)"
201,40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"10 CALLE CASIA
SAN JUAN, PR
(18.391963, -66.080443)"
202,15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,56,191,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1700 E. 38TH STREET
MARION, IN
(40.523747, -85.637229)"
203,49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"100 EMANCIPATION DRIVE
HAMPTON, VA
(37.018442, -76.330855)"
204,36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,7407731141,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"17273 STATE ROUTE 104
CHILLICOTHE, OH
(39.390327, -83.012669)"
205,08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,3029942511,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1601 KIRKWOOD HIGHWAY
WILMINGTON, DE
(39.738806, -75.60515)"
206,42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,1,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"6439 GARNERS FERRY ROAD
COLUMBIA, SC
(33.979149, -80.960977)"
207,18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"800 ZORN AVENUE
LOUISVILLE, KY
(38.270722, -85.694074)"
208,41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,4014573042,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,79,408,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"830 CHALKSTONE AVENUE
PROVIDENCE, RI
(41.833915, -71.434938)"
209,10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,171,804,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"13000 BRUCE B DOWNS BLVD.
TAMPA, FL
(28.064695, -82.426154)"
210,39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"135 EAST 38TH STREET
ERIE, PA
(42.102954, -80.064715)"
211,23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4646 JOHN R.
DETROIT, MI
(42.35519, -83.060409)"
212,34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"508 FULTON STREET
DURHAM, NC
(36.009188, -78.937226)"
213,01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3701 LOOP ROAD, EAST
TUSCALOOSA, AL
(33.192627, -87.489306)"
214,51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"510 BUTLER AVE.
MARTINSBURG, WV
(39.415029, -77.914014)"
215,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"113 HOLLAND AVENUE
ALBANY, NY
(42.651508, -73.776343)"
216,52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"500 EAST VETERANS STREET
TOMAH, WI
(44.001108, -90.49392)"
217,09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"50 IRVING STREET N.W.
WASHINGTON, DC
(38.93115, -77.01083)"
218,49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,79,282,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"100 EMANCIPATION DRIVE
HAMPTON, VA
(37.018442, -76.330855)"
219,52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,301,375,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"5000 W. NATIONAL AVENUE
MILWAUKEE, WI
(43.019558, -87.976053)"
220,11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1826 VETERANS BOULEVARD
DUBLIN, GA
(32.539309, -82.943102)"
221,39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,95,126,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"135 EAST 38TH STREET
ERIE, PA
(42.102954, -80.064715)"
222,39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2907 PLEASANT VALLEY BOULEVARD
ALTOONA, PA
(40.488667, -78.398533)"
223,44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,453,597,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1030 JEFFERSON AVENUE
MEMPHIS, TN
(35.142527, -90.025951)"
224,21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"10 NORTH GREENE STREET
BALTIMORE, MD
(39.289736, -76.623709)"
225,23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4646 JOHN R.
DETROIT, MI
(42.35519, -83.060409)"
226,33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"130 WEST KINGSBRIDGE ROAD
BRONX, NY
(40.868985, -73.902909)"
227,33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2094 ALBANY POST ROAD
MONTROSE, NY
(41.244518, -73.9261)"
228,18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,1,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"1101 VETERANS DRIVE
LEXINGTON, KY
(38.029351, -84.506092)"
229,18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1101 VETERANS DRIVE
LEXINGTON, KY
(38.029351, -84.506092)"
230,34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1601 BRENNER AVENUE
SALISBURY, NC
(35.683593, -80.486145)"
231,10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"13000 BRUCE B DOWNS BLVD.
TAMPA, FL
(28.064695, -82.426154)"
232,01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,30,296,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"3701 LOOP ROAD, EAST
TUSCALOOSA, AL
(33.192627, -87.489306)"
233,39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHI,2158235857,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3900 WOODLAND AVENUE
PHILADELPHIA, PA
(39.949643, -75.200386)"
234,21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"10 NORTH GREENE STREET
BALTIMORE, MD
(39.289736, -76.623709)"
235,36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4100 WEST THIRD STREET
DAYTON, OH
(39.749383, -84.253134)"
236,01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,224,250,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"215 PERRY HILL ROAD
MONTGOMERY, AL
(32.37896, -86.246406)"
237,52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"500 EAST VETERANS STREET
TOMAH, WI
(44.001108, -90.49392)"
238,49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,86,367,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"1970 ROANOKE BOULEVARD
SALEM, VA
(37.276804, -80.021604)"
239,23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2215 FULLER ROAD
ANN ARBOR, MI
(42.287103, -83.712175)"
240,39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"135 EAST 38TH STREET
ERIE, PA
(42.102954, -80.064715)"
241,42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"109 BEE STREET
CHARLESTON, SC
(32.785313, -79.953355)"
242,39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"135 EAST 38TH STREET
ERIE, PA
(42.102954, -80.064715)"
243,14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5000 SOUTH 5TH AVENUE
HINES, IL
(41.86061, -87.84081)"
244,33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,291,536,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"423 EAST 23RD STREET
NEW YORK, NY
(40.736288, -73.977119)"
245,41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,4014573042,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"830 CHALKSTONE AVENUE
PROVIDENCE, RI
(41.833915, -71.434938)"
246,34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2300 RAMSEY STREET
FAYETTEVILLE, NC
(35.089013, -78.878476)"
247,15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1700 E. 38TH STREET
MARION, IN
(40.523747, -85.637229)"
248,33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"800 IRVING AVE.
SYRACUSE, NY
(43.038832, -76.138151)"
249,23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,84,530,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"2215 FULLER ROAD
ANN ARBOR, MI
(42.287103, -83.712175)"
250,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,6172329500,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"150 S. HUNTINGTON AVENUE
JAMAICA PLAIN, MA
(42.327573, -71.110928)"
251,14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5000 SOUTH 5TH AVENUE
HINES, IL
(41.86061, -87.84081)"
252,15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1481 W. TENTH STREET
INDIANAPOLIS, IN
(39.779717, -86.186913)"
253,42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,218,410,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"109 BEE STREET
CHARLESTON, SC
(32.785313, -79.953355)"
254,01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,330,479,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"700 SOUTH 19TH STREET
BIRMINGHAM, AL
(33.504722, -86.800922)"
255,33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2094 ALBANY POST ROAD
MONTROSE, NY
(41.244518, -73.9261)"
256,52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"500 EAST VETERANS STREET
TOMAH, WI
(44.001108, -90.49392)"
257,23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4646 JOHN R.
DETROIT, MI
(42.35519, -83.060409)"
258,36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,7407731141,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"17273 STATE ROUTE 104
CHILLICOTHE, OH
(39.390327, -83.012669)"
259,39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,252,391,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1111 EAST END BOULEVARD
WILKES-BARRE, PA
(41.248299, -75.83691)"
260,01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"215 PERRY HILL ROAD
MONTGOMERY, AL
(32.37896, -86.246406)"
261,22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"200 SPRINGS ROAD
BEDFORD, MA
(42.504867, -71.272985)"
262,39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1111 EAST END BOULEVARD
WILKES-BARRE, PA
(41.248299, -75.83691)"
263,51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"200 VETERANS AVENUE
BECKLEY, WV
(37.766084, -81.192024)"
264,10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"13000 BRUCE B DOWNS BLVD.
TAMPA, FL
(28.064695, -82.426154)"
265,23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1500 WEISS STREET
SAGINAW, MI
(43.443673, -83.960989)"
